,0,1
1167,Hillbilly Bone,40
1168,"Beamer, Benz, Or Bentley",69
1169,Pray For You,70
1170,Billionaire,71
1171,Hell On The Heart,72
1172,Unstoppable,52
1173,Rain Is A Good Thing,74
1174,Roger That,75
1175,Sex Therapy,54
1176,Backwoods,77
1177,Fearless,9
1178,Keep On Lovin' You,79
1179,Ridin' Solo,33
1180,All The Way Turnt Up,46
1181,O Let's Do It,62
1182,I Am,55
1183,This Afternoon,84
1184,On To The Next One,37
1185,Wrong Baby Wrong,86
1186,Kissin U,87
1187,Un-Thinkable (I'm Ready),88
1188,I Never Told You,89
1189,I Gotta Get To You,90
1190,There Goes My Baby,71
1191,"Women Lie, Men Lie",81
1192,She Won't Be Lonely Long,93
1193,Shots,68
1194,That's How Country Boys Roll,57
1195,Just Breathe,78
1196,Give Me A Sign (Forever And Ever),97
1197,4 My Town (Play Ball),90
1198,All I Ever Wanted,99
1199,Window Seat,95
1200,Nothin' On You,1
1201,Rude Boy,1
1202,"Hey, Soul Sister",3
1203,Break Your Heart,1
1204,Need You Now,2
1205,In My Head,5
1206,Telephone,3
1207,OMG,8
1208,Your Love Is My Drug,9
1209,Whataya Want From Me,10
1210,Imma Be,1
1211,Airplanes,12
1212,My Chick Bad,13
1213,Breakeven,13
1214,Say Aah,9
1215,Baby,5
1216,Young Forever,17
1217,TiK ToK,1
1218,Carry Out,11
1219,Over,17
1220,BedRock,2
1221,All The Right Moves,18
1222,Not Myself Tonight,23
1223,Bad Romance,2
1224,Hey Daddy (Daddy's Home),25
1225,I Made It (Cash Money Heroes),25
1226,American Honey,27
1227,Alejandro,28
1228,How Low,6
1229,Live Like We're Dying,18
1230,Eenie Meenie,30
1231,Gives You Hell,32
1232,Haven't Met You Yet,25
1233,Say Something,23
1234,Hello,35
1235,Bulletproof,36
1236,Naturally,29
1237,Sexy Chick,5
1238,Solo,39
1239,I Gotta Feeling,1
1240,According To You,17
1241,Gimmie That Girl,42
1242,I'm Awesome,37
1243,Highway 20 Ride,40
1244,Lil Freak,43
1245,Heartbreak Warfare,34
1246,Everything To Me,44
1247,All I Do Is Win,48
1248,Hello Goodbye,49
1249,Neighbors Know My Name,50
1250,Winner,28
1251,When I Look At You,16
1252,If We Ever Meet Again,53
1253,Blah Blah Blah,7
1254,The House That Built Me,55
1255,Today Was A Fairytale,2
1256,Hello Good Morning,34
1257,The Man I Want To Be,58
1258,Ain't Back Yet,59
1259,Billionaire,60
1260,Life After You,36
1261,Halfway Gone,50
1262,"Beamer, Benz, Or Bentley",63
1263,Pray For You,64
1264,A Little More Country Than That,42
1265,"Hello, I Love You",66
1266,Steady Mobbin',48
1267,I'm Back,44
1268,Lemonade,53
1269,Drop The World,18
1270,Rain Is A Good Thing,71
1271,'Til Summer Comes Around,58
1272,Temporary Home,41
1273,Hell On The Heart,72
1274,Roger That,75
1275,This Afternoon,76
1276,Hillbilly Bone,40
1277,Unstoppable,52
1278,Keep On Lovin' You,79
1279,You And Your Heart,20
1280,I Never Told You,81
1281,Backwoods,77
1282,Un-Thinkable (I'm Ready),83
1283,Fearless,9
1284,I Gotta Get To You,85
1285,There Goes My Baby,71
1286,Wrong Baby Wrong,86
1287,Sex Therapy,54
1288,She Won't Be Lonely Long,89
1289,I Am,55
1290,All The Way Turnt Up,46
1291,Crazy Town,92
1292,O Let's Do It,62
1293,Ridin' Solo,33
1294,Just Breathe,78
1295,All I Ever Wanted,96
1296,Give Me A Sign (Forever And Ever),97
1297,On To The Next One,37
1298,That's How Country Boys Roll,57
1299,Water,100
1300,OMG,1
1301,Nothin' On You,1
1302,Rude Boy,1
1303,Break Your Heart,1
1304,Need You Now,2
1305,"Hey, Soul Sister",3
1306,Airplanes,7
1307,Your Love Is My Drug,8
1308,In My Head,5
1309,Young Forever,10
1310,My Chick Bad,11
1311,Breakeven,12
1312,Telephone,3
1313,Over,14
1314,Eenie Meenie,15
1315,Alejandro,16
1316,Imma Be,1
1317,Whataya Want From Me,10
1318,TiK ToK,1
1319,Say Aah,9
1320,I Made It (Cash Money Heroes),21
1321,Carry Out,11
1322,All The Right Moves,18
1323,Hey Daddy (Daddy's Home),24
1324,Bad Romance,2
1325,Baby,5
1326,American Honey,25
1327,Billionaire,28
1328,Bulletproof,29
1329,Haven't Met You Yet,25
1330,BedRock,2
1331,Winner,28
1332,Solo,32
1333,Gimmie That Girl,34
1334,Naturally,29
1335,The House That Built Me,30
1336,If We Ever Meet Again,37
1337,I Gotta Feeling,1
1338,All I Do Is Win,39
1339,Lil Freak,40
1340,Live Like We're Dying,18
1341,Say Something,23
1342,Neighbors Know My Name,43
1343,Un-Thinkable (I'm Ready),44
1344,Sexy Chick,5
1345,Not Myself Tonight,23
1346,How Low,6
1347,The Man I Want To Be,48
1348,"Beamer, Benz, Or Bentley",49
1349,Everything To Me,44
1350,Pray For You,51
1351,Ain't Back Yet,50
1352,One Less Bell To Answer / A House Is Not A Home,53
1353,Kissin U,54
1354,This Afternoon,55
1355,Roger That,56
1356,Highway 20 Ride,40
1357,Rain Is A Good Thing,54
1358,I'm Back,44
1359,Unstoppable,52
1360,Beautiful,61
1361,Rock That Body,62
1362,I'm Awesome,37
1363,Fire,64
1364,Gypsy,65
1365,There Goes My Baby,66
1366,Hell On The Heart,67
1367,I Never Told You,68
1368,Backwoods,69
1369,A House Is Not A Home,70
1370,Impossible,71
1371,Keep On Lovin' You,72
1372,Blah Blah Blah,7
1373,Drop The World,18
1374,She Won't Be Lonely Long,75
1375,Crazy Town,76
1376,I Gotta Get To You,77
1377,Water,78
1378,Ride,79
1379,Steady Mobbin',48
1380,Today Was A Fairytale,2
1381,Hello Good Morning,34
1382,Magic,83
1383,Temporary Home,41
1384,Cooler Than Me,85
1385,A Little More Country Than That,42
1386,Hillbilly Bone,40
1387,Wrong Baby Wrong,85
1388,"Lover, Lover",89
1389,Home,90
1390,When I Look At You,16
1391,I Keep On Loving You,90
1392,Halfway There,93
1393,'Til Summer Comes Around,58
1394,Gettin' Over You,95
1395,Like A Prayer,27
1396,All I Ever Wanted,96
1397,Love King,92
1398,Give Me A Sign (Forever And Ever),97
1399,New Morning,100
1400,Not Afraid,1
1401,OMG,1
1402,Nothin' On You,1
1403,Break Your Heart,1
1404,Airplanes,5
1405,Rude Boy,1
1406,"Hey, Soul Sister",3
1407,Your Love Is My Drug,8
1408,My First Kiss,9
1409,Need You Now,2
1410,Alejandro,11
1411,Young Forever,10
1412,In My Head,5
1413,Telephone,3
1414,My Chick Bad,11
1415,Total Eclipse Of The Heart,16
1416,Over,14
1417,Eenie Meenie,15
1418,Breakeven,12
1419,Imma Be,1
1420,TiK ToK,1
1421,Billionaire,22
1422,Bulletproof,23
1423,Whataya Want From Me,10
1424,I Made It (Cash Money Heroes),21
1425,Say Aah,9
1426,Carry Out,11
1427,Haven't Met You Yet,25
1428,All The Right Moves,18
1429,Winner,28
1430,Bad Romance,2
1431,Hey Daddy (Daddy's Home),24
1432,The House That Built Me,30
1433,Find Your Love,34
1434,Lose My Mind,35
1435,Rock That Body,36
1436,American Honey,25
1437,Baby,5
1438,Solo,32
1439,Naturally,29
1440,Gimmie That Girl,34
1441,BedRock,2
1442,All I Do Is Win,39
1443,If We Ever Meet Again,37
1444,I Gotta Feeling,1
1445,Un-Thinkable (I'm Ready),44
1446,Not Myself Tonight,23
1447,Live Like We're Dying,18
1448,Lil Freak,40
1449,Sexy Chick,5
1450,The Man I Want To Be,48
1451,Neighbors Know My Name,43
1452,This Afternoon,53
1453,Pray For You,51
1454,Ain't Back Yet,50
1455,Everything To Me,44
1456,Impossible,57
1457,"Beamer, Benz, Or Bentley",49
1458,Rain Is A Good Thing,54
1459,Say Something,23
1460,Run Joey Run,61
1461,I'm Back,44
1462,Roger That,56
1463,Cooler Than Me,64
1464,I Never Told You,65
1465,Unstoppable,52
1466,There Goes My Baby,66
1467,Highway 20 Ride,40
1468,She Won't Be Lonely Long,69
1469,Hell On The Heart,67
1470,Keep On Lovin' You,71
1471,Backwoods,69
1472,Water,73
1473,Ice Ice Baby,74
1474,"Lover, Lover",75
1475,Crazy Town,76
1476,I Gotta Get To You,77
1477,Drop The World,18
1478,I'm Awesome,37
1479,Blah Blah Blah,7
1480,Steady Mobbin',48
1481,Wrong Baby Wrong,82
1482,A Little More Country Than That,42
1483,Gypsy,65
1484,Today Was A Fairytale,2
1485,Hillbilly Bone,40
1486,Hello Good Morning,34
1487,Gettin' Over You,88
1488,Physical,89
1489,I Keep On Loving You,90
1490,Kissin U,54
1491,U Can't Touch This,92
1492,Temporary Home,41
1493,When I Look At You,16
1494,Undo It,87
1495,Ride,79
1496,Love Like Crazy,97
1497,All I Ever Wanted,96
1498,All Or Nothing,99
1499,Give Me A Sign (Forever And Ever),97
1500,OMG,1
1501,Airplanes,2
1502,California Gurls,2
1503,Break Your Heart,1
1504,Nothin' On You,1
1505,Alejandro,6
1506,Your Love Is My Drug,7
1507,Can't Be Tamed,8
1508,Not Afraid,1
1509,Rude Boy,1
1510,"Hey, Soul Sister",3
1511,Young Forever,10
1512,Need You Now,2
1513,Bulletproof,14
1514,In My Head,5
1515,Billionaire,16
1516,Breakeven,12
1517,My Chick Bad,11
1518,Over,14
1519,Find Your Love,20
1520,Rock That Body,21
1521,Telephone,3
1522,Eenie Meenie,15
1523,Haven't Met You Yet,24
1524,TiK ToK,1
1525,Dream On,26
1526,Un-Thinkable (I'm Ready),27
1527,The House That Built Me,28
1528,Whataya Want From Me,10
1529,Winner,28
1530,I Dreamed A Dream,31
1531,Imma Be,1
1532,I Made It (Cash Money Heroes),21
1533,My First Kiss,9
1534,Bad Romance,2
1535,Say Aah,9
1536,Carry Out,11
1537,Baby,5
1538,All I Do Is Win,39
1539,Cooler Than Me,40
1540,Impossible,41
1541,If We Ever Meet Again,37
1542,I Gotta Feeling,1
1543,All The Right Moves,18
1544,Hey Daddy (Daddy's Home),24
1545,This Afternoon,46
1546,Pray For You,47
1547,Lose My Mind,35
1548,Touchin On My,49
1549,Gimmie That Girl,34
1550,Nightmare,51
1551,American Honey,25
1552,The Man I Want To Be,48
1553,Lil Freak,40
1554,Rain Is A Good Thing,54
1555,"Beamer, Benz, Or Bentley",49
1556,There Goes My Baby,57
1557,Water,58
1558,Undo It,59
1559,She Won't Be Lonely Long,60
1560,Gettin' Over You,61
1561,"Lover, Lover",62
1562,I Never Told You,63
1563,Jessie's Girl,23
1564,Crazy Town,65
1565,Neighbors Know My Name,43
1566,I'm Back,44
1567,Keep On Lovin' You,68
1568,Solo,32
1569,I Gotta Get To You,70
1570,Unstoppable,52
1571,Hello Good Morning,34
1572,Not Myself Tonight,23
1573,Roger That,56
1574,Ain't Back Yet,50
1575,Everything To Me,44
1576,Neutron Star Collision (Love Is Forever),77
1577,Say Something,23
1578,Woohoo,79
1579,Somebody To Love,80
1580,Safety Dance,81
1581,I Like It,82
1582,Wrong Baby Wrong,82
1583,Ridin' Solo,33
1584,Ride,79
1585,Bad Romance,86
1586,Love Like Crazy,87
1587,Highway 20 Ride,40
1588,Steady Mobbin',48
1589,I Keep On Loving You,90
1590,Hell On The Heart,67
1591,Blah Blah Blah,7
1592,Pyramid,56
1593,A Little More Country Than That,42
1594,Free,95
1595,Hold You (Hold Yuh),96
1596,Today Was A Fairytale,2
1597,Window Seat,95
1598,Backwoods,69
1599,Poker Face,100
1600,OMG,1
1601,California Gurls,2
1602,Airplanes,2
1603,Your Love Is My Drug,4
1604,Break Your Heart,1
1605,Alejandro,6
1606,Nothin' On You,1
1607,Bulletproof,8
1608,"Hey, Soul Sister",3
1609,Not Afraid,1
1610,Billionaire,11
1611,Young Forever,10
1612,Rude Boy,1
1613,Need You Now,2
1614,Find Your Love,15
1615,Rock That Body,16
1616,In My Head,5
1617,Can't Be Tamed,8
1618,Breakeven,12
1619,Poker Face,20
1620,My Chick Bad,11
1621,Over,14
1622,Telephone,3
1623,Beautiful Day,24
1624,Undo It,25
1625,Eenie Meenie,15
1626,Haven't Met You Yet,24
1627,Impossible,28
1628,Un-Thinkable (I'm Ready),27
1629,Bad Romance,2
1630,Cooler Than Me,31
1631,TiK ToK,1
1632,The House That Built Me,28
1633,I Made It (Cash Money Heroes),21
1634,Whataya Want From Me,10
1635,My First Kiss,9
1636,All I Do Is Win,37
1637,Winner,28
1638,Imma Be,1
1639,If We Ever Meet Again,37
1640,This Afternoon,41
1641,I Gotta Feeling,1
1642,Say Aah,9
1643,Hallelujah,44
1644,Pray For You,45
1645,Hey Daddy (Daddy's Home),24
1646,All The Right Moves,18
1647,Carry Out,11
1648,Lose My Mind,35
1649,Baby,5
1650,Gimmie That Girl,34
1651,Rain Is A Good Thing,52
1652,Water,53
1653,Bad Romance,54
1654,"Lover, Lover",55
1655,Ridin' Solo,33
1656,Up To The Mountain,57
1657,American Honey,25
1658,There Goes My Baby,57
1659,The Man I Want To Be,48
1660,Crazy Town,61
1661,She Won't Be Lonely Long,60
1662,Lil Freak,40
1663,"Beamer, Benz, Or Bentley",49
1664,Gettin' Over You,61
1665,Falling Slowly,66
1666,Hello Good Morning,34
1667,I Never Told You,63
1668,Somebody To Love,69
1669,I Like It,70
1670,I'm Back,44
1671,Beth,72
1672,I Gotta Get To You,70
1673,Unstoppable,52
1674,Neighbors Know My Name,43
1675,Keep On Lovin' You,68
1676,Love Like Crazy,77
1677,Ride,78
1678,Solo,32
1679,Free,80
1680,Leave Right Now,81
1681,Wrong Baby Wrong,82
1682,Roger That,56
1683,Everything To Me,44
1684,Ain't Back Yet,50
1685,I Keep On Loving You,86
1686,Highway 20 Ride,40
1687,The Boxer,88
1688,Touchin On My,49
1689,The Only Exception,90
1690,Teach Me How To Dougie,91
1691,Dream On,26
1692,Who Dat,93
1693,Nightmare,51
1694,Not Myself Tonight,23
1695,I Dreamed A Dream,31
1696,Jessie's Girl,23
1697,Sex Room,98
1698,You And Your Heart,20
1699,Super High,100
1700,California Gurls,1
1701,OMG,1
1702,Airplanes,2
1703,Billionaire,4
1704,Alejandro,5
1705,Your Love Is My Drug,4
1706,Break Your Heart,1
1707,Not Afraid,1
1708,Rock That Body,9
1709,Find Your Love,10
1710,Nothin' On You,1
1711,"Hey, Soul Sister",3
1712,Bulletproof,8
1713,Cooler Than Me,14
1714,Need You Now,2
1715,Young Forever,10
1716,My First Kiss,9
1717,Rude Boy,1
1718,Ridin' Solo,19
1719,In My Head,5
1720,Breakeven,12
1721,Un-Thinkable (I'm Ready),22
1722,Undo It,23
1723,Can't Be Tamed,8
1724,Impossible,25
1725,Your Love,26
1726,All I Do Is Win,27
1727,Haven't Met You Yet,24
1728,The House That Built Me,28
1729,Telephone,3
1730,Over,14
1731,I Like It,32
1732,Never Say Never,33
1733,My Chick Bad,11
1734,I Made It (Cash Money Heroes),21
1735,This Afternoon,36
1736,Faithfully,37
1737,TiK ToK,1
1738,If We Ever Meet Again,37
1739,I Gotta Feeling,1
1740,Pray For You,41
1741,Whataya Want From Me,10
1742,Waka Waka (This Time For Africa),43
1743,Over The Rainbow,44
1744,Dynamite,26
1745,Bad Romance,2
1746,Eenie Meenie,15
1747,Somebody To Love,48
1748,Water,46
1749,Miss Me,15
1750,Rain Is A Good Thing,48
1751,There Goes My Baby,52
1752,"Lover, Lover",50
1753,Free,54
1754,She Won't Be Lonely Long,55
1755,Lose My Mind,35
1756,Crazy Town,57
1757,Any Way You Want It/Lovin' Touchin' Squeezin',58
1758,Don't Stop Believin',4
1759,Love Like Crazy,60
1760,Hello Good Morning,34
1761,Gettin' Over You,60
1762,Got Your Back,38
1763,I Never Told You,62
1764,Ride,65
1765,Bionic,66
1766,Beautiful Monster,67
1767,Gimmie That Girl,34
1768,The Man I Want To Be,48
1769,Hey,70
1770,Winner,28
1771,Sex Room,72
1772,Not Myself Tonight,23
1773,Lil Freak,40
1774,To Sir With Love,75
1775,Teach Me How To Dougie,76
1776,Wrong Baby Wrong,77
1777,I'm Back,44
1778,I Keep On Loving You,79
1779,Pretty Good At Drinkin' Beer,80
1780,The Only Exception,81
1781,I'm In,82
1782,Shark In The Water,83
1783,Bohemian Rhapsody,84
1784,Glitter In The Air,18
1785,Neighbors Know My Name,43
1786,Little White Church,87
1787,Half Of My Heart,25
1788,Wavin' Flag,89
1789,If It's Love,90
1790,Hold You (Hold Yuh),91
1791,"Beamer, Benz, Or Bentley",49
1792,Animal,93
1793,Poker Face,20
1794,I Gotta Get To You,70
1795,Keep On Lovin' You,68
1796,Everything To Me,44
1797,Secrets,98
1798,Woohoo,79
1799,Yeah Ya Know (Takers),44
1800,California Gurls,1
1801,OMG,1
1802,Airplanes,2
1803,Billionaire,4
1804,Find Your Love,5
1805,Your Love Is My Drug,4
1806,Alejandro,5
1807,Cooler Than Me,8
1808,Not Afraid,1
1809,Break Your Heart,1
1810,Rock That Body,9
1811,Bulletproof,8
1812,Nothin' On You,1
1813,"Hey, Soul Sister",3
1814,My First Kiss,9
1815,Ridin' Solo,16
1816,Impossible,17
1817,Need You Now,2
1818,Young Forever,10
1819,Breakeven,12
1820,Un-Thinkable (I'm Ready),21
1821,Can't Be Tamed,8
1822,Rude Boy,1
1823,In My Head,5
1824,Undo It,23
1825,I Like It,26
1826,Your Love,26
1827,Haven't Met You Yet,24
1828,All I Do Is Win,27
1829,The House That Built Me,28
1830,Dynamite,26
1831,Over,14
1832,Somebody To Love,33
1833,This Afternoon,34
1834,Telephone,3
1835,I Made It (Cash Money Heroes),21
1836,Pray For You,37
1837,Waka Waka (This Time For Africa),38
1838,TiK ToK,1
1839,If We Ever Meet Again,37
1840,Whataya Want From Me,10
1841,Free,42
1842,I Gotta Feeling,1
1843,There Goes My Baby,44
1844,My Chick Bad,11
1845,Rain Is A Good Thing,46
1846,Water,46
1847,"Lover, Lover",48
1848,Up All Night,49
1849,Bad Romance,2
1850,Crazy Town,51
1851,Hello Good Morning,34
1852,She Won't Be Lonely Long,53
1853,Lose My Mind,35
1854,Gettin' Over You,55
1855,Ride,56
1856,9 AM In Dallas,57
1857,Eenie Meenie,15
1858,Love Like Crazy,59
1859,I Never Told You,60
1860,Got Your Back,38
1861,Hey,62
1862,Miss Me,15
1863,Beautiful Monster,64
1864,Never Say Never,33
1865,Teach Me How To Dougie,66
1866,Gimmie That Girl,34
1867,Pretty Good At Drinkin' Beer,68
1868,Sex Room,69
1869,Shark In The Water,70
1870,Fireworks,71
1871,The Man I Want To Be,48
1872,The Only Exception,73
1873,Wrong Baby Wrong,74
1874,Half Of My Heart,25
1875,Glitter In The Air,18
1876,If It's Love,77
1877,I Keep On Loving You,78
1878,I'm In,79
1879,Winner,28
1880,Another Way To Die,81
1881,Wavin' Flag,82
1882,Little White Church,83
1883,Neighbors Know My Name,43
1884,I'm Back,44
1885,Hold You (Hold Yuh),86
1886,Lil Freak,40
1887,Animal,88
1888,Double Vision,89
1889,Pretty Boy Swag,90
1890,143,91
1891,Solo,32
1892,Lay Me Down,93
1893,Our Kind Of Love,80
1894,Finding My Way Back,95
1895,Farmer's Daughter,96
1896,This Ain't Nothin',97
1897,All About Tonight,98
1898,Fancy,99
1899,Magic,83
1900,California Gurls,1
1901,Love The Way You Lie,2
1902,OMG,1
1903,Airplanes,2
1904,Billionaire,4
1905,Find Your Love,5
1906,Cooler Than Me,7
1907,Your Love Is My Drug,4
1908,Alejandro,5
1909,Ridin' Solo,10
1910,Not Afraid,1
1911,Break Your Heart,1
1912,Bulletproof,8
1913,Dynamite,14
1914,My First Kiss,9
1915,"Hey, Soul Sister",3
1916,Nothin' On You,1
1917,Can't Be Tamed,8
1918,Impossible,17
1919,Rock That Body,9
1920,Need You Now,2
1921,I Like It,22
1922,No Love,23
1923,Round & Round,24
1924,Somebody To Love,25
1925,Your Love,26
1926,Un-Thinkable (I'm Ready),21
1927,In My Head,5
1928,Breakeven,12
1929,Undo It,23
1930,Young Forever,10
1931,Haven't Met You Yet,24
1932,Rude Boy,1
1933,All I Do Is Win,27
1934,The House That Built Me,28
1935,Over,14
1936,Pray For You,37
1937,There Goes My Baby,38
1938,This Afternoon,34
1939,Waka Waka (This Time For Africa),38
1940,Rain Is A Good Thing,41
1941,"Lover, Lover",42
1942,Telephone,3
1943,Misery,44
1944,Water,45
1945,TiK ToK,1
1946,Whataya Want From Me,10
1947,Free,42
1948,I Gotta Feeling,1
1949,Gettin' Over You,50
1950,If We Ever Meet Again,37
1951,Hello Good Morning,34
1952,Ride,53
1953,Crazy Town,51
1954,My Chick Bad,11
1955,She Won't Be Lonely Long,53
1956,Love Like Crazy,57
1957,I Never Told You,58
1958,King Of Anything,59
1959,Lose My Mind,35
1960,Got Your Back,38
1961,Won't Back Down,62
1962,Teach Me How To Dougie,63
1963,Pretty Good At Drinkin' Beer,64
1964,Beautiful Monster,64
1965,The Only Exception,66
1966,Shark In The Water,67
1967,Eenie Meenie,15
1968,Half Of My Heart,25
1969,Sex Room,69
1970,Cold Wind Blows,71
1971,Gimmie That Girl,34
1972,If It's Love,73
1973,I'm In,74
1974,Stay,75
1975,Miss Me,15
1976,Glitter In The Air,18
1977,Hold You (Hold Yuh),78
1978,The Man I Want To Be,48
1979,Wrong Baby Wrong,74
1980,Little White Church,81
1981,Pretty Boy Swag,82
1982,Animal,83
1983,Wavin' Flag,82
1984,I Keep On Loving You,78
1985,Never Say Never,33
1986,Neighbors Know My Name,43
1987,Talkin' 2 Myself,88
1988,Our Kind Of Love,80
1989,Up All Night,49
1990,Magic,83
1991,25 To Life,92
1992,Kissin U,54
1993,If I Had You,94
1994,I'm Back,44
1995,This Ain't Nothin',96
1996,All About Tonight,97
1997,Farmer's Daughter,96
1998,143,91
1999,Lay Me Down,93
2000,California Gurls,1
2001,Love The Way You Lie,2
2002,Airplanes,2
2003,OMG,1
2004,Billionaire,4
2005,Dynamite,6
2006,Cooler Than Me,6
2007,I Like It,8
2008,Find Your Love,5
2009,Ridin' Solo,9
2010,Not Afraid,1
2011,Your Love Is My Drug,4
2012,Alejandro,5
2013,Break Your Heart,1
2014,Bulletproof,8
2015,Impossible,16
2016,"Hey, Soul Sister",3
2017,Your Love,18
2018,Nothin' On You,1
2019,Somebody To Love,15
2020,Un-Thinkable (I'm Ready),21
2021,Need You Now,2
2022,My First Kiss,9
2023,All I Do Is Win,24
2024,Undo It,23
2025,In My Head,5
2026,Hello Good Morning,27
2027,Breakeven,12
2028,POWER,22
2029,There Goes My Baby,30
2030,Rock That Body,9
2031,"Lover, Lover",32
2032,Haven't Met You Yet,24
2033,Pray For You,34
